id	name	str	icon
1040263	Tin Golem Transformation Stick 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1040264	Gold Maned Lion Mounting Bracelet 30 Day Pack	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1040265	Steam Beatle Mounting Bracelet 30 Day Pack	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1040266	Light Purple Maned Horse Bracelet 30 Day Pack	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1040267	Free Teleport Scroll	a,	icon.bookmark_book_i00
1040268	Free Teleport Spellbook 	a,	icon.bookmark_scroll_i00
1040269	Free Teleport Flag 	a,	BranchSys.icon.br_flag_of_bookmark_i00
1040270	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 	a,	icon.ticket_i00
1040271	Extra Entrance Pass - Near Kamaloka 	a,	icon.ticket_i00
1040272	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 	a,	icon.ticket_i00
1040273	Weight Decreasing Ring	a,	icon.accessary_ring_of_mana_i00
1040274	Quiet Footsteps Ring	a,	icon.accessary_ring_of_mana_i00
1040275	Red Soul Crystal - Stage 12	a,	icon.etc_soul_stone_i00
1040276	Green Soul Crystal - Stage 12	a,	icon.etc_soul_stone_i02
1040277	Blue Soul Crystal - Stage 12	a,	icon.etc_soul_stone_i01
1040278	Red Soul Crystal - Stage 13	a,	icon.etc_soul_stone_i00
1040279	Green Soul Crystal - Stage 13	a,	icon.etc_soul_stone_i02
1040280	Blue Soul Crystal - Stage 13	a,	icon.etc_soul_stone_i01
1040281	Red Soul Crystal - Stage 14	a,	icon.etc_soul_stone_i00
1040282	Blue Soul Crystal - Stage 14	a,	icon.etc_soul_stone_i02
1040283	Green Soul Crystal - Stage 14	a,	icon.etc_soul_stone_i01
1040284	Pig Stick Candy	a,	icon.etc_pig_candy_i00
1040285	Agathion of Baby Panda 15 Day Pack	a,Big Head\0	icon.etc_pi_gift_box_i00
1040286	Bamboo Panda Agathion 15 Day Pack	a,Resurrection\0	icon.etc_pi_gift_box_i00
1040287	Agathion of Sexy Panda 15 Day Pack	a,Escape\0	icon.etc_pi_gift_box_i00
1040288	Button-Eyed Bear Doll Agathion 7-Day Pack	a,Escape\0	icon.etc_pi_gift_box_i00
1040289	Button-Eyed Bear Doll Agathion 7-Day Pack	a,Resurrection\0	icon.etc_pi_gift_box_i00
1040290	Button-Eyed Bear Doll Agathion 7-Day Pack	a,Energy\0	icon.etc_pi_gift_box_i00
1040291	Bird's Nest	a,	icon.accessory_nest_hat_i00
1040292	Purple Viking Circlet	a,	icon.accessory_viking_circlet_violet_i00
1040293	Golden Viking Circlet	a,	icon.accessory_viking_circlet_gold_i00
1040294	Panda Hat	a,	icon.accessory_panda_cap_i00
1040295	White Wool Hat	a,	icon.accessory_sheep_cap_white_i00
1040296	Black Wool Hat	a,	icon.accessory_sheep_cap_black_i00
1040297	Frog Hat	a,	icon.accessory_frog_cap_i00
1040298	Fish Hat	a,	icon.accessory_fish_cap_i00
1040299	Straw Hat	a,	icon.accessory_straw_hat_i00
1040300	Chicken Hat	a,	icon.accessory_chicken_cap_i00
1040301	Adventurer Hat	a,	icon.accessory_explorer_hat_i00
1040302	Medieval Style Party Mask	a,	icon.accessory_middle_age_party_mask_i00
1040303	Blue Party Hat	a,	icon.accessory_party_hat_blue_i00
1040304	Soaring Bird 	a,	icon.accessory_soaring_bird_i00
1040305	Teddy Bear Hat	a,	icon.accessory_bear_cap_i00
1040306	Piggy Hat	a,	icon.accessory_pig_cap_i00
1040307	Jester Hat	a,	icon.accessory_jester_cap_i00
1040308	Dapper Cap	a,	icon.accessory_dandy_cap_i00
1040309	Iron Circlet	a,	icon.accessory_iron_circlet_i00
1040310	Half Face	a,	icon.accessory_half_face_i00
1040311	Suit	a,	icon.armor_t2000_ul_i00
1040312	Horn Rimmed Glasses 7 day pack	a,Agility\0	icon.etc_pi_gift_box_i01
1040313	Crystal of Fire	a,	icon.etc_gem_red_i00
1040314	Crystal of Water	a,	icon.etc_gem_blue_i00
1040315	Crystal of Earth	a,	icon.etc_gem_yellow_i00
1040316	Crystal of Wind	a,	icon.etc_gem_green_i00
1040317	Crystal of Darkness	a,	icon.etc_gem_clear_i00
1040318	Crystal of Sacred	a,	icon.etc_gem_black_i00
1040319	Weapon Enchant Scroll - D Grade	a,	icon.etc_scroll_of_enchant_weapon_i01
1040320	Armor Enchant Scroll - D Grade	a,	icon.etc_scroll_of_enchant_armor_i01
1040321	Weapon Enchant Scroll - C Grade	a,	icon.etc_scroll_of_enchant_weapon_i02
1040322	Armor Enchant Scroll - C Grade	a,	icon.etc_scroll_of_enchant_armor_i02
1040323	Weapon Enchant Scroll - B Grade	a,	icon.etc_scroll_of_enchant_weapon_i03
1040324	Armor Enchant Scroll - B Grade	a,	icon.etc_scroll_of_enchant_armor_i03
1040325	Weapon Enchant Scroll - A Grade	a,	icon.etc_scroll_of_enchant_weapon_i04
1040326	Armor Enchant Scroll - A Grade	a,	icon.etc_scroll_of_enchant_armor_i04
1040327	Weapon Enchant Scroll - S Grade	a,	icon.etc_scroll_of_enchant_weapon_i05
1040328	Armor Enchant Scroll - S Grade	a,	icon.etc_scroll_of_enchant_armor_i05
1040329	Lucky Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_orange_i00
1040330	Ambience Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_a_yellow_i00
1040331	Sway Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_b_red_i00
1040332	Comfort Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_c_pink_i00
1040333	Golden Jack O'Lantern Mask 7 Day Pack	a,Authority of Golden Jack O'Lantern - Increase max HP 40%, max MP 40%, max CP 40%, Physical Def. 30%, Magic Def. 30%, Spd. 30% of party members for 10 minutes. \0	BranchSys.icon.br_four_leaf_clover_box_i00
1040334	Zombie Agathion	a,	BranchSys.icon.br_aga_gangsi_i00
1040335	Zombie Agathion 7 Day Pack	a,	icon.etc_pi_gift_box_i00
1040336	Baekyi Hwamae Agathion	a,	BranchSys.icon.br_aga_bluebird_i00
1040337	Kwanwoo Hwamae Agathion	a,	BranchSys.icon.br_aga_hatbird_i00
1040338	Weight Decreasing Ring	a,	icon.accessary_ring_of_mana_i00
1040339	Quiet Footsteps Ring	a,	icon.accessary_ring_of_mana_i00
1040340	Red Soul Crystal - Stage 12	a,	icon.etc_soul_stone_i00
1040341	Green Soul Crystal - Stage 12	a,	icon.etc_soul_stone_i02
1040342	Blue Soul Crystal - Stage 12	a,	icon.etc_soul_stone_i01
1040343	Red Soul Crystal - Stage 13	a,	icon.etc_soul_stone_i00
1040344	Green Soul Crystal - Stage 13	a,	icon.etc_soul_stone_i02
1040345	Blue Soul Crystal - Stage 13	a,	icon.etc_soul_stone_i01
1040346	Red Soul Crystal - Stage 14	a,	icon.etc_soul_stone_i00
1040347	Blue Soul Crystal - Stage 14	a,	icon.etc_soul_stone_i02
1040348	Green Soul Crystal - Stage 14	a,	icon.etc_soul_stone_i01
1040349	Pig Stick Candy	a,	icon.etc_pig_candy_i00
1040350	Agathion of Baby Panda 15 Day Pack	a,Big Head\0	icon.etc_pi_gift_box_i00
1040351	Bamboo Panda Agathion 15 Day Pack	a,Resurrection\0	icon.etc_pi_gift_box_i00
1040352	Agathion of Sexy Panda 15 Day Pack	a,Escape\0	icon.etc_pi_gift_box_i00
1040353	Button-Eyed Bear Doll Agathion 7-Day Pack	a,Escape\0	icon.etc_pi_gift_box_i00
1040354	Button-Eyed Bear Doll Agathion 7-Day Pack	a,Resurrection\0	icon.etc_pi_gift_box_i00
1040355	Button-Eyed Bear Doll Agathion 7-Day Pack	a,Energy\0	icon.etc_pi_gift_box_i00
1040356	Bird's Nest	a,	icon.accessory_nest_hat_i00
1040357	Purple Viking Circlet	a,	icon.accessory_viking_circlet_violet_i00
1040358	Golden Viking Circlet	a,	icon.accessory_viking_circlet_gold_i00
1040359	Panda Hat	a,	icon.accessory_panda_cap_i00
1040360	White Wool Hat	a,	icon.accessory_sheep_cap_white_i00
1040361	Black Wool Hat	a,	icon.accessory_sheep_cap_black_i00
1040362	Frog Hat	a,	icon.accessory_frog_cap_i00
1040363	Fish Hat	a,	icon.accessory_fish_cap_i00
1040364	Straw Hat	a,	icon.accessory_straw_hat_i00
1040365	Chicken Hat	a,	icon.accessory_chicken_cap_i00
1040366	Adventurer Hat	a,	icon.accessory_explorer_hat_i00
1040367	Medieval Style Party Mask	a,	icon.accessory_middle_age_party_mask_i00
1040368	Blue Party Hat	a,	icon.accessory_party_hat_blue_i00
1040369	Soaring Bird 	a,	icon.accessory_soaring_bird_i00
1040370	Teddy Bear Hat	a,	icon.accessory_bear_cap_i00
1040371	Piggy Hat	a,	icon.accessory_pig_cap_i00
1040372	Jester Hat	a,	icon.accessory_jester_cap_i00
1040373	Dapper Cap	a,	icon.accessory_dandy_cap_i00
1040374	Iron Circlet	a,	icon.accessory_iron_circlet_i00
1040375	Half Face	a,	icon.accessory_half_face_i00
1040376	Suit	a,	icon.armor_t2000_ul_i00
1040377	Horn Rimmed Glasses 7 day pack	a,Agility\0	icon.etc_pi_gift_box_i01
1040378	Crystal of Fire	a,	icon.etc_gem_red_i00
1040379	Crystal of Water	a,	icon.etc_gem_blue_i00
1040380	Crystal of Earth	a,	icon.etc_gem_yellow_i00
1040381	Crystal of Wind	a,	icon.etc_gem_green_i00
1040382	Crystal of Darkness	a,	icon.etc_gem_clear_i00
1040383	Crystal of Sacred	a,	icon.etc_gem_black_i00
1040384	Weapon Enchant Scroll - D Grade	a,	icon.etc_scroll_of_enchant_weapon_i01
1040385	Armor Enchant Scroll - D Grade	a,	icon.etc_scroll_of_enchant_armor_i01
1040386	Weapon Enchant Scroll - C Grade	a,	icon.etc_scroll_of_enchant_weapon_i02
1040387	Armor Enchant Scroll - C Grade	a,	icon.etc_scroll_of_enchant_armor_i02
1040388	Weapon Enchant Scroll - B Grade	a,	icon.etc_scroll_of_enchant_weapon_i03
1040389	Armor Enchant Scroll - B Grade	a,	icon.etc_scroll_of_enchant_armor_i03
1040390	Weapon Enchant Scroll - A Grade	a,	icon.etc_scroll_of_enchant_weapon_i04
1040391	Armor Enchant Scroll - A Grade	a,	icon.etc_scroll_of_enchant_armor_i04
1040392	Weapon Enchant Scroll - S Grade	a,	icon.etc_scroll_of_enchant_weapon_i05
1040393	Armor Enchant Scroll - S Grade	a,	icon.etc_scroll_of_enchant_armor_i05
1040394	Lucky Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_orange_i00
1040395	Ambience Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_a_yellow_i00
1040396	Sway Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_b_red_i00
1040397	Comfort Sky Lantern Summon Scroll	a,	BranchSys.icon.br_lamp_c_pink_i00
1040398	Golden Jack O'Lantern Mask 7 Day Pack	a,Authority of Golden Jack O'Lantern - Increase max HP 40%, max MP 40%, max CP 40%, Physical Def. 30%, Magic Def. 30%, Spd. 30% of party members for 10 minutes. \0	BranchSys.icon.br_four_leaf_clover_box_i00
1040399	Zombie Agathion	a,	BranchSys.icon.br_aga_gangsi_i00
1040400	Zombie Agathion 7 Day Pack	a,	icon.etc_pi_gift_box_i00
1040401	Baekyi Hwamae Agathion	a,	BranchSys.icon.br_aga_bluebird_i00
1040402	Kwanwoo Hwamae Agathion	a,	BranchSys.icon.br_aga_hatbird_i00
1050001	Weapon-type Enhance Backup Stone (D-Grade) 	a,	icon.ench_wp_stone_i00
1050002	Weapon-type Enhance Backup Stone (C-Grade) 	a,	icon.ench_wp_stone_i01
1050003	Weapon-type Enhance Backup Stone (B-Grade) 	a,	icon.ench_wp_stone_i02
1050004	Weapon-type Enhance Backup Stone (A-Grade) 	a,	icon.ench_wp_stone_i03
1050005	Weapon-type Enhance Backup Stone (S-Grade) 	a,	icon.ench_wp_stone_i04
1050006	Armor-type Enhance Backup Stone (D-Grade) 	a,	icon.ench_am_stone_i00
1050007	Armor-type Enhance Backup Stone (C-Grade) 	a,	icon.ench_am_stone_i01
1050008	Armor-type Enhance Backup Stone (B-Grade) 	a,	icon.ench_am_stone_i02
1050009	Armor-type Enhance Backup Stone (A-Grade) 	a,	icon.ench_am_stone_i03
1050010	Armor-type Enhance Backup Stone (S-Grade) 	a,	icon.ench_am_stone_i04
1050011	Secret medicine of Will - D grade	a,	br_cashtex.item.br_cash_elixir_of_combative_d_i00
1050012	Secret medicine of Will - C grade	a,	br_cashtex.item.br_cash_elixir_of_combative_c_i00
1050013	Secret medicine of Will - B grade	a,	br_cashtex.item.br_cash_elixir_of_combative_b_i00
1050014	Secret medicine of Will - A grade	a,	br_cashtex.item.br_cash_elixir_of_combative_a_i00
1050015	Secret medicine of Will - S grade	a,	br_cashtex.item.br_cash_elixir_of_combative_s_i00
1050016	Secret medicine of Life - D grade	a,	br_cashtex.item.br_cash_elixir_of_life_d_i00
1050017	Secret medicine of Life - C grade	a,	br_cashtex.item.br_cash_elixir_of_life_c_i00
1050018	Secret medicine of Life - B grade	a,	br_cashtex.item.br_cash_elixir_of_life_b_i00
1050019	Secret medicine of Life - A grade	a,	br_cashtex.item.br_cash_elixir_of_life_a_i00
1050020	Secret medicine of Life - S grade	a,	br_cashtex.item.br_cash_elixir_of_life_s_i00
1050021	Powerful Healing Potion	a,	br_cashtex.item.br_cash_greater_healing_potion_i00
1050022	High-grade Healing Potion	a,	br_cashtex.item.br_cash_healing_potion_i00
1050023	Potion of Will	a,	br_cashtex.item.br_cash_cp_potion_i00
1050024	Healing medicine for Mana	a,	br_cashtex.item.br_cash_mana_potion_i00
1050025	Potion of Energy Maintenance	a,	BranchSys.icon.br_vitality_potion_i00
1050026	Potion of Energy Replenishing	a,	BranchSys.icon.br_vitality_potion_i01
1050027	Energy Replenishing Beverage 1-Unit Bundle	a,	icon.etc_potion_of_energy_i00
1050028	Energy Replenishing Beverage 3-Unit Bundle	a,	icon.etc_potion_of_energy_i00
1050029	A Scroll Bundle of Fighter	a,	br_cashtex.item.br_cash_fighter_buff_set_i00
1050030	A Scroll Bundle of Mage	a,	br_cashtex.item.br_cash_mage_buff_set_i00
1050031	Wind Walk Scroll	a,	br_cashtex.item.br_cash_scroll_of_wind_walk_i00
1050032	Haste Scroll	a,	br_cashtex.item.br_cash_scroll_of_haste_i00
1050033	Might Scroll	a,	br_cashtex.item.br_cash_scroll_of_might_i00
1050034	Shield Scroll	a,	br_cashtex.item.br_cash_scroll_of_shield_i00
1050035	Death Whisper Scroll	a,	br_cashtex.item.br_cash_scroll_of_death_whisper_i00
1050036	Guidance Scroll	a,	br_cashtex.item.br_cash_scroll_of_guidance_i00
1050037	Empower Scroll	a,	br_cashtex.item.br_cash_scroll_of_empower_i00
1050038	Grater Acumen Scroll	a,	br_cashtex.item.br_cash_scroll_of_greater_acumen_i00
1050039	Vampiric Rage Scroll	a,	br_cashtex.item.br_cash_scroll_of_vampiric_rage_i00
1050040	Bless the Body Scroll	a,	br_cashtex.item.br_cash_scroll_of_bless_the_body_i00
1050041	Berserker Spirit Scroll	a,	br_cashtex.item.br_cash_scroll_of_berserker_spirit_i00
1050042	Magic Barrier Scroll	a,	br_cashtex.item.br_cash_scroll_of_magic_barrier_i00
1050043	Bless the Soul Scroll	a,	br_cashtex.item.br_cash_scroll_of_bless_the_soul_i00
1050044	Clarity Scroll	a,	br_cashtex.item.br_cash_scroll_of_clarity_i00
1050045	Wild Magic Scroll	a,	br_cashtex.item.br_cash_scroll_of_wild_magic_i00
1050046	Omen Beast Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050047	Death Blader Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050048	Grail Apostle Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050049	Unicorn Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050050	Lilim Knight Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050051	Golem Guardian Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050052	Inferno Drake Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050053	Dragon Bomber Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1050054	Escape - Talking Island Village	a,	BranchSys.icon.br_escape_scroll_i00
1050055	Escape - Elven Village	a,	BranchSys.icon.br_escape_scroll_i00
1050056	Escape - Dark Elven Village	a,	BranchSys.icon.br_escape_scroll_i00
1050057	Escape - Orc Village	a,	BranchSys.icon.br_escape_scroll_i00
1050058	Escape - Dwarven Village	a,	BranchSys.icon.br_escape_scroll_i00
1050059	Escape - Gludin Village	a,	BranchSys.icon.br_escape_scroll_i00
1050060	Escape - Town of Gludio	a,	BranchSys.icon.br_escape_scroll_i00
1050061	Escape - Town of Dion	a,	BranchSys.icon.br_escape_scroll_i00
1050062	Escape - Floran Village	a,	BranchSys.icon.br_escape_scroll_i00
1050063	Escape - Giran Castle Town	a,	BranchSys.icon.br_escape_scroll_i00
1050064	Escape - Hardin's Academy	a,	BranchSys.icon.br_escape_scroll_i00
1050065	Escape - Heine	a,	BranchSys.icon.br_escape_scroll_i00
1050066	Escape - Town of Oren	a,	BranchSys.icon.br_escape_scroll_i00
1050067	Escape - Ivory Tower	a,	BranchSys.icon.br_escape_scroll_i00
1050068	Escape - Hunters Village	a,	BranchSys.icon.br_escape_scroll_i00
1050069	Escape - Town of Aden	a,	BranchSys.icon.br_escape_scroll_i00
1050070	Escape - Town of Goddard	a,	BranchSys.icon.br_escape_scroll_i00
1050071	Escape - Rune Township	a,	BranchSys.icon.br_escape_scroll_i00
1050072	Escape - Town of Schuttgart	a,	BranchSys.icon.br_escape_scroll_i00
1050073	Free Teleport Scroll	a,	icon.bookmark_book_i00
1050074	Free Teleport Spellbook 5 Sheet Bundle	a,	icon.bookmark_scroll_i00
1050075	Free Teleport Spellbook 15 Sheet Bundle	a,	icon.bookmark_scroll_i00
1050076	Free Teleport Spellbook 40 Sheet Bundle	a,	icon.bookmark_scroll_i00
1050077	Free Teleport Flag	a,	BranchSys.icon.br_flag_of_bookmark_i00
1050078	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 3 Sheet Bundle	a,	icon.ticket_i00
1050079	Extra Entrance Pass - Near Kamaloka 3 Sheet Bundle	a,	icon.ticket_i00
1050080	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 3 Sheet Bundle	a,	icon.ticket_i00
1050081	Feather of Blessing 3 Sheet Bundle	a,	icon.blessed_feather_i00
1050082	Color Name	a,	icon.color_name_i00
1050083	Kat the Cat Hat 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050084	Feline Queen Hat 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050085	Skull Hat 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050086	Assassin's Bamboo Hat Energy - 3 hours	a,	BranchSys.icon.br_Bamboo_Hat_i00
1050087	Assassin's Bamboo Hat Energy - 3 days	a,	BranchSys.icon.br_Bamboo_Hat_i00
1050088	Assassin's Bamboo Hat Energy - 30 days	a,	BranchSys.icon.br_Bamboo_Hat_i00
1050089	Horn Rimmed Glasses Energy - 3 hours	a,	BranchSys.icon.br_Eye_Glasses_i00
1050090	Horn Rimmed Glasses Energy - 3 days	a,	BranchSys.icon.br_Eye_Glasses_i00
1050091	Horn Rimmed Glasses Energy - 30 days	a,	BranchSys.icon.br_Eye_Glasses_i00
1050092	Agathion of Love 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050093	Sudden Agathion 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050094	Shiny Agathion 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050095	Sobbing Agathion 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050096	Plaipitak Agathion 30 Day Pack - Big Head	a,	icon.etc_pi_gift_box_i00
1050097	Plaipitak Agathion 30 Day Pack - Blessed Resurrection	a,	icon.etc_pi_gift_box_i00
1050098	Plaipitak Agathion 30 Day Pack - Blessed Return	a,	icon.etc_pi_gift_box_i00
1050099	Baby Panda Agathion Pack	a,	icon.etc_pi_gift_box_i00
1050100	Bamboo Panda Agathion Pack	a,	icon.etc_pi_gift_box_i00
1050101	Sexy Panda Agathion Pack	a,	icon.etc_pi_gift_box_i00
1050102	Hunting Helper Exchange Coupon - 1 sheet	a,	icon.etc_ticket_red_i00
1050103	Hunting Helper Exchange Coupon - 5 sheet	a,	icon.etc_ticket_red_i00
1050104	High Quality Hunting Helper Exchange Coupon - 1 sheet	a,	icon.etc_ticket_red_i00
1050105	High Quality Hunting Helper Exchange Coupon - 5 sheet	a,	icon.etc_ticket_red_i00
1050106	Purple Maned Horse 7 Day Pack	a,	icon.etc_pi_gift_box_i00
1050107	Light Purple Maned Horse Bracelet 30 Day Pack	a,	icon.etc_pi_gift_box_i00
1050108	Light Purple Maned Horse Bracelet Pack	a,	icon.etc_pi_gift_box_i00
1070001	Small fortuna box	a,	br_cashtex.item.br_cash_lucky_box_i00
1070002	Middle fortuna box	a,	br_cashtex.item.br_cash_lucky_box_i00
1070003	Large fortuna box	a,	br_cashtex.item.br_cash_lucky_box_i00
1070004	Small fortuna cube	a,	br_cashtex.item.br_cash_lucky_cube_i00
1070005	Middle fortuna cube	a,	br_cashtex.item.br_cash_lucky_cube_i00
1070006	Large fortuna cube	a,	br_cashtex.item.br_cash_lucky_cube_i00
1070007	Powerful Healing Potion	a,	br_cashtex.item.br_cash_greater_healing_potion_i00
1070008	High-grade Healing Potion	a,	br_cashtex.item.br_cash_healing_potion_i00
1070009	Secret medicine of Will - D grade	a,	br_cashtex.item.br_cash_elixir_of_combative_d_i00
1070010	Secret medicine of Will - C grade	a,	br_cashtex.item.br_cash_elixir_of_combative_c_i00
1070011	Secret medicine of Will - B grade	a,	br_cashtex.item.br_cash_elixir_of_combative_b_i00
1070012	Secret medicine of Will - A grade	a,	br_cashtex.item.br_cash_elixir_of_combative_a_i00
1070013	Secret medicine of Will - S grade	a,	br_cashtex.item.br_cash_elixir_of_combative_s_i00
1070014	Secret medicine of Life - D grade	a,	br_cashtex.item.br_cash_elixir_of_life_d_i00
1070015	Secret medicine of Life - C grade	a,	br_cashtex.item.br_cash_elixir_of_life_c_i00
1070016	Secret medicine of Life - B grade	a,	br_cashtex.item.br_cash_elixir_of_life_b_i00
1070017	Secret medicine of Life - A grade	a,	br_cashtex.item.br_cash_elixir_of_life_a_i00
1070018	Secret medicine of Life - S grade	a,	br_cashtex.item.br_cash_elixir_of_life_s_i00
1070019	Potion of Will	a,	br_cashtex.item.br_cash_cp_potion_i00
1070020	Healing medicine for Mana	a,	br_cashtex.item.br_cash_mana_potion_i00
1070021	Wind Walk Scroll	a,	br_cashtex.item.br_cash_scroll_of_wind_walk_i00
1070022	Haste Scroll	a,	br_cashtex.item.br_cash_scroll_of_haste_i00
1070023	Might Scroll	a,	br_cashtex.item.br_cash_scroll_of_might_i00
1070024	Shield Scroll	a,	br_cashtex.item.br_cash_scroll_of_shield_i00
1070025	Death Whisper Scroll	a,	br_cashtex.item.br_cash_scroll_of_death_whisper_i00
1070026	Guidance Scroll	a,	br_cashtex.item.br_cash_scroll_of_guidance_i00
1070027	Empower Scroll	a,	br_cashtex.item.br_cash_scroll_of_empower_i00
1070028	Grater Acumen Scroll	a,	br_cashtex.item.br_cash_scroll_of_greater_acumen_i00
1070029	Vampiric Rage Scroll	a,	br_cashtex.item.br_cash_scroll_of_vampiric_rage_i00
1070030	Bless the Body Scroll	a,	br_cashtex.item.br_cash_scroll_of_bless_the_body_i00
1070031	Berserker Spirit Scroll	a,	br_cashtex.item.br_cash_scroll_of_berserker_spirit_i00
1070032	Magic Barrier Scroll	a,	br_cashtex.item.br_cash_scroll_of_magic_barrier_i00
1070033	Bless the Soul Scroll	a,	br_cashtex.item.br_cash_scroll_of_bless_the_soul_i00
1070034	Clarity Scroll	a,	br_cashtex.item.br_cash_scroll_of_clarity_i00
1070035	Wild Magic Scroll	a,	br_cashtex.item.br_cash_scroll_of_wild_magic_i00
1070036	Rune of Experience Points	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070037	Rune of Experience Points	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070038	Rune of Experience Points	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070039	Rune of Experience Points	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070040	Rune of SP	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070041	Rune of SP	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070042	Rune of SP	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070043	Rune of SP	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070044	Crystal form Rune	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070045	Crystal form Rune	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070046	Crystal form Rune	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070047	Crystal form Rune	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070048	Rune of Feather	a,	br_cashtex.item.br_cash_rune_of_feather_i00
1070049	A Scroll Bundle of Fighter	a,	br_cashtex.item.br_cash_fighter_buff_set_i00
1070050	A Scroll Bundle of Mage	a,	br_cashtex.item.br_cash_mage_buff_set_i00
1070051	Bone Quiver	a,	br_cashtex.item.br_cash_quiver_of_bone_arrows_i00
1070052	Steel Quiver	a,	br_cashtex.item.br_cash_quiver_of_fine_steel_arrows_i00
1070053	Silver Quiver	a,	br_cashtex.item.br_cash_quiver_of_silver_arrows_i00
1070054	Mithril Quiver	a,	br_cashtex.item.br_cash_quiver_of_mithril_arrows_i00
1070055	Quiver of Light	a,	br_cashtex.item.br_cash_quiver_of_shining_arrows_i00
1070056	Bone Bolt Container	a,	br_cashtex.item.br_cash_quiver_of_bone_bolts_i00
1070057	Steel Bolt Container	a,	br_cashtex.item.br_cash_quiver_of_fine_steel_bolts_i00
1070058	Silver Bolt Container	a,	br_cashtex.item.br_cash_quiver_of_silver_bolts_i00
1070059	Mithril Bolt Container	a,	br_cashtex.item.br_cash_quiver_of_mithril_bolts_i00
1070060	Bolt Container of Light	a,	br_cashtex.item.br_cash_quiver_of_shining_bolts_i00
1070061	Blessed Spiritshot Pack - D grade	a,	br_cashtex.item.br_cash_pack_of_blessed_spiritshot_d_i00
1070062	Blessed Spiritshot Pack - C grade	a,	br_cashtex.item.br_cash_pack_of_blessed_spiritshot_c_i00
1070063	Blessed Spiritshot Pack - B grade	a,	br_cashtex.item.br_cash_pack_of_blessed_spiritshot_b_i00
1070064	Blessed Spiritshot Pack - A grade	a,	br_cashtex.item.br_cash_pack_of_blessed_spiritshot_a_i00
1070065	Blessed Spiritshot Pack - S grade	a,	br_cashtex.item.br_cash_pack_of_blessed_spiritshot_s_i00
1070066	Spiritshot Pack - D grade	a,	br_cashtex.item.br_cash_pack_of_spiritshot_d_i00
1070067	Spiritshot Pack - C grade	a,	br_cashtex.item.br_cash_pack_of_spiritshot_c_i00
1070068	Spiritshot Pack -  B grade	a,	br_cashtex.item.br_cash_pack_of_spiritshot_b_i00
1070069	Spiritshot Pack - A grade	a,	br_cashtex.item.br_cash_pack_of_spiritshot_a_i00
1070070	Spiritshot Pack - S grade	a,	br_cashtex.item.br_cash_pack_of_spiritshot_s_i00
1070071	Soulshot Pack - D grade	a,	br_cashtex.item.br_cash_pack_of_soulshot_d_i00
1070072	Soulshot Pack - C grade	a,	br_cashtex.item.br_cash_pack_of_soulshot_c_i00
1070073	Soulshot Pack -  B grade	a,	br_cashtex.item.br_cash_pack_of_soulshot_b_i00
1070074	Soulshot Pack - A grade	a,	br_cashtex.item.br_cash_pack_of_soulshot_a_i00
